Date,TIME,DateTime,OWD
01/12/2016,11:51:26,2016/12/01 11:51:26,0.073799653
01/12/2016,12:05:50,2016/12/01 12:05:50,0.082211766
01/12/2016,12:20:14,2016/12/01 12:20:14,0.064031253
01/12/2016,12:34:38,2016/12/01 12:34:38,0.056326175
01/12/2016,12:49:02,2016/12/01 12:49:02,0.060493803
01/12/2016,13:03:26,2016/12/01 13:03:26,0.044003347
01/12/2016,13:17:50,2016/12/01 13:17:50,0.049051324
01/12/2016,13:32:14,2016/12/01 13:32:14,0.058871482
01/12/2016,13:46:38,2016/12/01 13:46:38,0.063535259
01/12/2016,14:01:02,2016/12/01 14:01:02,0.070305425
01/12/2016,14:15:26,2016/12/01 14:15:26,0.079893827
01/12/2016,14:29:50,2016/12/01 14:29:50,0.084784772
01/12/2016,14:44:14,2016/12/01 14:44:14,0.090724783
01/12/2016,14:58:38,2016/12/01 14:58:38,0.098907046
01/12/2016,15:13:02,2016/12/01 15:13:02,0.102005951
01/12/2016,15:27:26,2016/12/01 15:27:26,0.110823562
01/12/2016,15:41:50,2016/12/01 15:41:50,0.119438039
01/12/2016,15:56:14,2016/12/01 15:56:14,0.110269585
01/12/2016,16:10:38,2016/12/01 16:10:38,0.106716643
01/12/2016,16:25:02,2016/12/01 16:25:02,0.112035506
01/12/2016,16:39:26,2016/12/01 16:39:26,0.114231183
01/12/2016,16:53:50,2016/12/01 16:53:50,0.120458825
01/12/2016,17:08:14,2016/12/01 17:08:14,0.124895863
01/12/2016,17:22:38,2016/12/01 17:22:38,0.131400425
01/12/2016,17:37:02,2016/12/01 17:37:02,0.139710163
01/12/2016,17:51:26,2016/12/01 17:51:26,0.143991583
01/12/2016,18:05:50,2016/12/01 18:05:50,0.133576521
01/12/2016,18:20:14,2016/12/01 18:20:14,0.137916988
01/12/2016,18:34:38,2016/12/01 18:34:38,0.143701363
01/12/2016,18:49:02,2016/12/01 18:49:02,0.138744854
01/12/2016,19:03:26,2016/12/01 19:03:26,0.132508931
01/12/2016,19:17:50,2016/12/01 19:17:50,0.13989404
01/12/2016,19:32:14,2016/12/01 19:32:14,0.123982831
01/12/2016,19:46:38,2016/12/01 19:46:38,0.13129926
01/12/2016,20:01:02,2016/12/01 20:01:02,0.141254998
01/12/2016,20:15:26,2016/12/01 20:15:26,0.133131819
01/12/2016,20:29:50,2016/12/01 20:29:50,0.139606844
01/12/2016,20:44:14,2016/12/01 20:44:14,0.148269547
01/12/2016,20:58:38,2016/12/01 20:58:38,0.15052072
01/12/2016,21:13:02,2016/12/01 21:13:02,0.154200203
01/12/2016,21:27:26,2016/12/01 21:27:26,0.163043224
01/12/2016,21:41:50,2016/12/01 21:41:50,0.166812061
01/12/2016,21:56:14,2016/12/01 21:56:14,0.166675376
01/12/2016,22:10:38,2016/12/01 22:10:38,0.167586137
01/12/2016,22:25:02,2016/12/01 22:25:02,0.17029706
01/12/2016,22:39:26,2016/12/01 22:39:26,0.174019269
01/12/2016,22:53:50,2016/12/01 22:53:50,0.182503864
01/12/2016,23:08:14,2016/12/01 23:08:14,0.186873037
01/12/2016,23:22:38,2016/12/01 23:22:38,0.18119134
01/12/2016,23:37:02,2016/12/01 23:37:02,0.190162927
01/12/2016,23:51:26,2016/12/01 23:51:26,0.181443732
01/12/2016,00:05:50,2016/12/01 00:05:50,0.184841113
01/12/2016,00:20:14,2016/12/01 00:20:14,0.188947148
01/12/2016,00:34:38,2016/12/01 00:34:38,0.196698862
01/12/2016,00:49:02,2016/12/01 00:49:02,0.199242961
01/12/2016,01:03:26,2016/12/01 01:03:26,0.208458951
01/12/2016,01:17:50,2016/12/01 01:17:50,0.21655584
01/12/2016,01:32:14,2016/12/01 01:32:14,0.226274757
01/12/2016,01:46:38,2016/12/01 01:46:38,0.224596353
01/12/2016,02:01:02,2016/12/01 02:01:02,0.231532205
01/12/2016,02:15:26,2016/12/01 02:15:26,0.224553277
01/12/2016,02:29:50,2016/12/01 02:29:50,0.232106094
01/12/2016,02:44:14,2016/12/01 02:44:14,0.239407558
01/12/2016,02:58:38,2016/12/01 02:58:38,0.247375176
01/12/2016,03:13:02,2016/12/01 03:13:02,0.255878139
01/12/2016,03:27:26,2016/12/01 03:27:26,0.263042146
01/12/2016,03:41:50,2016/12/01 03:41:50,0.269170073
01/12/2016,03:56:14,2016/12/01 03:56:14,0.273652738
01/12/2016,04:10:38,2016/12/01 04:10:38,0.283412263
01/12/2016,04:25:02,2016/12/01 04:25:02,0.291062142
01/12/2016,04:39:26,2016/12/01 04:39:26,0.29548138
01/12/2016,04:53:50,2016/12/01 04:53:50,0.304474013
01/12/2016,05:08:14,2016/12/01 05:08:14,0.311186773
01/12/2016,05:22:38,2016/12/01 05:22:38,0.315736053
01/12/2016,05:37:02,2016/12/01 05:37:02,0.311726133
01/12/2016,05:51:26,2016/12/01 05:51:26,0.307229415
01/12/2016,06:05:50,2016/12/01 06:05:50,0.304869484
01/12/2016,06:20:14,2016/12/01 06:20:14,0.313258882
01/12/2016,06:34:38,2016/12/01 06:34:38,0.320449632
01/12/2016,06:49:02,2016/12/01 06:49:02,0.322963214
01/12/2016,07:03:26,2016/12/01 07:03:26,0.332067641
01/12/2016,07:17:50,2016/12/01 07:17:50,0.323614082
01/12/2016,07:32:14,2016/12/01 07:32:14,0.314848677
01/12/2016,07:46:38,2016/12/01 07:46:38,0.32376976
01/12/2016,08:01:02,2016/12/01 08:01:02,0.33087446
01/12/2016,08:15:26,2016/12/01 08:15:26,0.333983286
01/12/2016,08:29:50,2016/12/01 08:29:50,0.323990073
01/12/2016,08:44:14,2016/12/01 08:44:14,0.330773335
01/12/2016,08:58:38,2016/12/01 08:58:38,0.324108966
01/12/2016,09:13:02,2016/12/01 09:13:02,0.297449503
01/12/2016,09:27:26,2016/12/01 09:27:26,0.274569694
01/12/2016,09:41:50,2016/12/01 09:41:50,0.275658591
01/12/2016,09:56:14,2016/12/01 09:56:14,0.265738721
01/12/2016,10:10:38,2016/12/01 10:10:38,0.254606698
01/12/2016,10:25:02,2016/12/01 10:25:02,0.252903862
01/12/2016,10:39:26,2016/12/01 10:39:26,0.257700341
01/12/2016,10:53:50,2016/12/01 10:53:50,0.265703806
01/12/2016,11:08:14,2016/12/01 11:08:14,0.236959857
01/12/2016,11:22:38,2016/12/01 11:22:38,0.232265916
01/12/2016,11:37:02,2016/12/01 11:37:02,0.242132586
01/12/2016,11:51:26,2016/12/01 11:51:26,0.227145592
01/12/2016,12:05:50,2016/12/01 12:05:50,0.229059382
01/12/2016,12:20:14,2016/12/01 12:20:14,0.229812897
01/12/2016,12:34:38,2016/12/01 12:34:38,0.238862534
01/12/2016,12:49:02,2016/12/01 12:49:02,0.245261207
01/12/2016,13:03:26,2016/12/01 13:03:26,0.25239334
01/12/2016,13:17:50,2016/12/01 13:17:50,0.259346421
01/12/2016,13:32:14,2016/12/01 13:32:14,0.264123422
01/12/2016,13:46:38,2016/12/01 13:46:38,0.263430062
01/12/2016,14:01:02,2016/12/01 14:01:02,0.269439515
01/12/2016,14:15:26,2016/12/01 14:15:26,0.272293934
01/12/2016,14:29:50,2016/12/01 14:29:50,0.274833854
01/12/2016,14:44:14,2016/12/01 14:44:14,0.281125695
01/12/2016,14:58:38,2016/12/01 14:58:38,0.289939536
01/12/2016,15:13:02,2016/12/01 15:13:02,0.290702565
01/12/2016,15:27:26,2016/12/01 15:27:26,0.293725798
01/12/2016,15:41:50,2016/12/01 15:41:50,0.29977663
01/12/2016,15:56:14,2016/12/01 15:56:14,0.305171907
01/12/2016,16:10:38,2016/12/01 16:10:38,0.294744813
01/12/2016,16:25:02,2016/12/01 16:25:02,0.299675428
01/12/2016,16:39:26,2016/12/01 16:39:26,0.281317448
01/12/2016,16:53:50,2016/12/01 16:53:50,0.243892232
01/12/2016,17:08:14,2016/12/01 17:08:14,0.242860486
01/12/2016,17:22:38,2016/12/01 17:22:38,0.245030211
01/12/2016,17:37:02,2016/12/01 17:37:02,0.252613907
01/12/2016,17:51:26,2016/12/01 17:51:26,0.260505525
01/12/2016,18:05:50,2016/12/01 18:05:50,0.260702761
01/12/2016,18:20:14,2016/12/01 18:20:14,0.253840014
01/12/2016,18:34:38,2016/12/01 18:34:38,0.263674588
01/12/2016,18:49:02,2016/12/01 18:49:02,0.262123957
01/12/2016,19:03:26,2016/12/01 19:03:26,0.264005868
01/12/2016,19:17:50,2016/12/01 19:17:50,0.259969003
01/12/2016,19:32:14,2016/12/01 19:32:14,0.250425917
01/12/2016,19:46:38,2016/12/01 19:46:38,0.239577864
01/12/2016,20:01:02,2016/12/01 20:01:02,0.241862071
01/12/2016,20:15:26,2016/12/01 20:15:26,0.25185041
01/12/2016,20:29:50,2016/12/01 20:29:50,0.252876043
01/12/2016,20:44:14,2016/12/01 20:44:14,0.241191179
01/12/2016,20:58:38,2016/12/01 20:58:38,0.243409067
01/12/2016,21:13:02,2016/12/01 21:13:02,0.24338546
01/12/2016,21:27:26,2016/12/01 21:27:26,0.252177383
01/13/2016,21:41:50,2016/13/01 21:41:50,0.251579723
01/13/2016,21:56:14,2016/13/01 21:56:14,0.258634873
01/13/2016,22:10:38,2016/13/01 22:10:38,0.251271832
01/13/2016,22:25:02,2016/13/01 22:25:02,0.259368799
01/13/2016,22:39:26,2016/13/01 22:39:26,0.25275485
01/13/2016,22:53:50,2016/13/01 22:53:50,0.262715657
01/13/2016,23:08:14,2016/13/01 23:08:14,0.272014925
01/13/2016,23:22:38,2016/13/01 23:22:38,0.267141316
01/13/2016,23:37:02,2016/13/01 23:37:02,0.272126676
01/13/2016,23:51:26,2016/13/01 23:51:26,0.279561184
01/13/2016,00:05:50,2016/13/01 00:05:50,0.276871199
01/13/2016,00:20:14,2016/13/01 00:20:14,0.283398826
01/13/2016,00:34:38,2016/13/01 00:34:38,0.279615373
01/13/2016,00:49:02,2016/13/01 00:49:02,0.276347985
01/13/2016,01:03:26,2016/13/01 01:03:26,0.280724882
01/13/2016,01:17:50,2016/13/01 01:17:50,0.272947569
01/13/2016,01:32:14,2016/13/01 01:32:14,0.279417582
01/13/2016,01:46:38,2016/13/01 01:46:38,0.279951313
01/13/2016,02:01:02,2016/13/01 02:01:02,0.286408124
01/13/2016,02:15:26,2016/13/01 02:15:26,0.292144725
01/13/2016,02:29:50,2016/13/01 02:29:50,0.301174151
01/13/2016,02:44:14,2016/13/01 02:44:14,0.309133087
01/13/2016,02:58:38,2016/13/01 02:58:38,0.314793299
01/13/2016,03:13:02,2016/13/01 03:13:02,0.319371381
01/13/2016,03:27:26,2016/13/01 03:27:26,0.322686462
01/13/2016,03:41:50,2016/13/01 03:41:50,0.329103548
01/13/2016,03:56:14,2016/13/01 03:56:14,0.338929347
01/13/2016,04:10:38,2016/13/01 04:10:38,0.3430336
01/13/2016,04:25:02,2016/13/01 04:25:02,0.331324402
01/13/2016,04:39:26,2016/13/01 04:39:26,0.335276249
01/13/2016,04:53:50,2016/13/01 04:53:50,0.342078122
01/13/2016,05:08:14,2016/13/01 05:08:14,0.352024814
01/13/2016,05:22:38,2016/13/01 05:22:38,0.351357824
01/13/2016,05:37:02,2016/13/01 05:37:02,0.352416135
01/13/2016,05:51:26,2016/13/01 05:51:26,0.359754323
01/13/2016,06:05:50,2016/13/01 06:05:50,0.347403591
01/13/2016,06:20:14,2016/13/01 06:20:14,0.351488012
01/13/2016,06:34:38,2016/13/01 06:34:38,0.348600779
01/13/2016,06:49:02,2016/13/01 06:49:02,0.348482802
01/13/2016,07:03:26,2016/13/01 07:03:26,0.352204974
01/13/2016,07:17:50,2016/13/01 07:17:50,0.354469988
01/13/2016,07:32:14,2016/13/01 07:32:14,0.356829158
01/13/2016,07:46:38,2016/13/01 07:46:38,0.363781244
01/13/2016,08:01:02,2016/13/01 08:01:02,0.361292478
01/13/2016,08:15:26,2016/13/01 08:15:26,0.365410182
01/13/2016,08:29:50,2016/13/01 08:29:50,0.373473179
01/13/2016,08:44:14,2016/13/01 08:44:14,0.374702843
01/13/2016,08:58:38,2016/13/01 08:58:38,0.379003335
01/13/2016,09:13:02,2016/13/01 09:13:02,0.377075943
01/13/2016,09:27:26,2016/13/01 09:27:26,0.374472144
01/13/2016,09:41:50,2016/13/01 09:41:50,0.368433042
01/13/2016,09:56:14,2016/13/01 09:56:14,0.377974251
01/13/2016,10:10:38,2016/13/01 10:10:38,0.381786833
01/13/2016,10:25:02,2016/13/01 10:25:02,0.387362749
01/13/2016,10:39:26,2016/13/01 10:39:26,0.385897943
01/13/2016,10:53:50,2016/13/01 10:53:50,0.389257742
01/13/2016,11:08:14,2016/13/01 11:08:14,0.391870277
01/13/2016,11:22:38,2016/13/01 11:22:38,0.397877454
01/13/2016,11:37:02,2016/13/01 11:37:02,0.393385019
01/13/2016,11:51:26,2016/13/01 11:51:26,0.401765594
01/13/2016,12:05:50,2016/13/01 12:05:50,0.404662664
01/13/2016,12:20:14,2016/13/01 12:20:14,0.413803963
01/13/2016,12:34:38,2016/13/01 12:34:38,0.417447934
01/13/2016,12:49:02,2016/13/01 12:49:02,0.416846966
01/13/2016,13:03:26,2016/13/01 13:03:26,0.411489489
01/13/2016,13:17:50,2016/13/01 13:17:50,0.418359316
01/13/2016,13:32:14,2016/13/01 13:32:14,0.424137857
01/13/2016,13:46:38,2016/13/01 13:46:38,0.414483414
01/13/2016,14:01:02,2016/13/01 14:01:02,0.403939724
01/13/2016,14:15:26,2016/13/01 14:15:26,0.39904197
01/13/2016,14:29:50,2016/13/01 14:29:50,0.403675687
01/13/2016,14:44:14,2016/13/01 14:44:14,0.406173848
01/13/2016,14:58:38,2016/13/01 14:58:38,0.401695752
01/13/2016,15:13:02,2016/13/01 15:13:02,0.408351552
01/13/2016,15:27:26,2016/13/01 15:27:26,0.416390909
01/13/2016,15:41:50,2016/13/01 15:41:50,0.424782705
01/13/2016,15:56:14,2016/13/01 15:56:14,0.408357385
01/13/2016,16:10:38,2016/13/01 16:10:38,0.416996249
01/13/2016,16:25:02,2016/13/01 16:25:02,0.418820152
01/13/2016,16:39:26,2016/13/01 16:39:26,0.425477236
01/13/2016,16:53:50,2016/13/01 16:53:50,0.427020222
01/13/2016,17:08:14,2016/13/01 17:08:14,0.436819147
01/13/2016,17:22:38,2016/13/01 17:22:38,0.444973588
01/13/2016,17:37:02,2016/13/01 17:37:02,0.453896168
01/13/2016,17:51:26,2016/13/01 17:51:26,0.463795143
01/13/2016,18:05:50,2016/13/01 18:05:50,0.460901335
01/13/2016,18:20:14,2016/13/01 18:20:14,0.457919657
01/13/2016,18:34:38,2016/13/01 18:34:38,0.460325811
01/13/2016,18:49:02,2016/13/01 18:49:02,0.46601936
01/13/2016,19:03:26,2016/13/01 19:03:26,0.464210693
01/13/2016,19:17:50,2016/13/01 19:17:50,0.472884119
01/13/2016,19:32:14,2016/13/01 19:32:14,0.481441796
01/13/2016,19:46:38,2016/13/01 19:46:38,0.484075029
01/13/2016,20:01:02,2016/13/01 20:01:02,0.475793403
01/13/2016,20:15:26,2016/13/01 20:15:26,0.484766866
01/13/2016,20:29:50,2016/13/01 20:29:50,0.488818039
01/13/2016,20:44:14,2016/13/01 20:44:14,0.492922043
01/13/2016,20:58:38,2016/13/01 20:58:38,0.501394126
01/13/2016,21:13:02,2016/13/01 21:13:02,0.506956104
01/13/2016,21:27:26,2016/13/01 21:27:26,0.503702532
01/13/2016,21:41:50,2016/13/01 21:41:50,0.509538643
01/13/2016,21:56:14,2016/13/01 21:56:14,0.514179749
01/13/2016,22:10:38,2016/13/01 22:10:38,0.513407901
01/13/2016,22:25:02,2016/13/01 22:25:02,0.520631339
01/13/2016,22:39:26,2016/13/01 22:39:26,0.523885708
01/13/2016,22:53:50,2016/13/01 22:53:50,0.526058659
01/13/2016,23:08:14,2016/13/01 23:08:14,0.525768652
01/13/2016,23:22:38,2016/13/01 23:22:38,0.532587068
01/13/2016,23:37:02,2016/13/01 23:37:02,0.53779113
01/13/2016,23:51:26,2016/13/01 23:51:26,0.534188015
01/13/2016,00:05:50,2016/13/01 00:05:50,0.531373519
01/13/2016,00:20:14,2016/13/01 00:20:14,0.540090323
01/13/2016,00:34:38,2016/13/01 00:34:38,0.539143075
01/13/2016,00:49:02,2016/13/01 00:49:02,0.540125191
01/13/2016,01:03:26,2016/13/01 01:03:26,0.52945704
01/13/2016,01:17:50,2016/13/01 01:17:50,0.539067126
01/13/2016,01:32:14,2016/13/01 01:32:14,0.522378637
01/13/2016,01:46:38,2016/13/01 01:46:38,0.517530658
01/13/2016,02:01:02,2016/13/01 02:01:02,0.51893788
01/13/2016,02:15:26,2016/13/01 02:15:26,0.527104163
01/13/2016,02:29:50,2016/13/01 02:29:50,0.53148943
01/13/2016,02:44:14,2016/13/01 02:44:14,0.539670879
01/13/2016,02:58:38,2016/13/01 02:58:38,0.543902403
01/13/2016,03:13:02,2016/13/01 03:13:02,0.549787302
01/13/2016,03:27:26,2016/13/01 03:27:26,0.558919152
01/13/2016,03:41:50,2016/13/01 03:41:50,0.567830986
01/13/2016,03:56:14,2016/13/01 03:56:14,0.562260964
01/13/2016,04:10:38,2016/13/01 04:10:38,0.562175758
01/13/2016,04:25:02,2016/13/01 04:25:02,0.550718709
01/13/2016,04:39:26,2016/13/01 04:39:26,0.557990202
01/13/2016,04:53:50,2016/13/01 04:53:50,0.567629468
01/13/2016,05:08:14,2016/13/01 05:08:14,0.576366504
01/13/2016,05:22:38,2016/13/01 05:22:38,0.583855853
01/13/2016,05:37:02,2016/13/01 05:37:02,0.593641566
01/13/2016,05:51:26,2016/13/01 05:51:26,0.602506056
01/13/2016,06:05:50,2016/13/01 06:05:50,0.608012004
01/13/2016,06:20:14,2016/13/01 06:20:14,0.609473655
01/13/2016,06:34:38,2016/13/01 06:34:38,0.619257474
01/13/2016,06:49:02,2016/13/01 06:49:02,0.626920167
01/13/2016,07:03:26,2016/13/01 07:03:26,0.621647755
01/13/2016,07:17:50,2016/13/01 07:17:50,0.623017081
01/13/2016,07:32:14,2016/13/01 07:32:14,0.599546001
01/13/2016,07:46:38,2016/13/01 07:46:38,0.599992685
01/13/2016,08:01:02,2016/13/01 08:01:02,0.584624314
01/14/2016,08:15:26,2016/14/01 08:15:26,0.565542352
01/14/2016,08:29:50,2016/14/01 08:29:50,0.572699884
01/14/2016,08:44:14,2016/14/01 08:44:14,0.581670576
01/14/2016,08:58:38,2016/14/01 08:58:38,0.585970002
01/14/2016,09:13:02,2016/14/01 09:13:02,0.586569668
01/14/2016,09:27:26,2016/14/01 09:27:26,0.589655669
01/14/2016,09:41:50,2016/14/01 09:41:50,0.588656968
01/14/2016,09:56:14,2016/14/01 09:56:14,0.593979437
01/14/2016,10:10:38,2016/14/01 10:10:38,0.601652045
01/14/2016,10:25:02,2016/14/01 10:25:02,0.608008571
01/14/2016,10:39:26,2016/14/01 10:39:26,0.614074765
01/14/2016,10:53:50,2016/14/01 10:53:50,0.612461545
01/14/2016,11:08:14,2016/14/01 11:08:14,0.606666163
01/14/2016,11:22:38,2016/14/01 11:22:38,0.612462443
01/14/2016,11:37:02,2016/14/01 11:37:02,0.61387452
01/14/2016,11:51:26,2016/14/01 11:51:26,0.607912023
01/14/2016,12:05:50,2016/14/01 12:05:50,0.612066826
01/14/2016,12:20:14,2016/14/01 12:20:14,0.595830258
01/14/2016,12:34:38,2016/14/01 12:34:38,0.603998685
01/14/2016,12:49:02,2016/14/01 12:49:02,0.602887846
01/14/2016,13:03:26,2016/14/01 13:03:26,0.610076564
01/14/2016,13:17:50,2016/14/01 13:17:50,0.617089418
01/14/2016,13:32:14,2016/14/01 13:32:14,0.612959227
01/14/2016,13:46:38,2016/14/01 13:46:38,0.620852784
01/14/2016,14:01:02,2016/14/01 14:01:02,0.626542934
01/14/2016,14:15:26,2016/14/01 14:15:26,0.627427597
01/14/2016,14:29:50,2016/14/01 14:29:50,0.618681891
01/14/2016,14:44:14,2016/14/01 14:44:14,0.627210903
01/14/2016,14:58:38,2016/14/01 14:58:38,0.632490294
01/14/2016,15:13:02,2016/14/01 15:13:02,0.640948501
01/14/2016,15:27:26,2016/14/01 15:27:26,0.646603723
01/14/2016,15:41:50,2016/14/01 15:41:50,0.656368981
01/14/2016,15:56:14,2016/14/01 15:56:14,0.65300649
01/14/2016,16:10:38,2016/14/01 16:10:38,0.660356529
01/14/2016,16:25:02,2016/14/01 16:25:02,0.661472415
01/14/2016,16:39:26,2016/14/01 16:39:26,0.660446057
01/14/2016,16:53:50,2016/14/01 16:53:50,0.657172467
01/14/2016,17:08:14,2016/14/01 17:08:14,0.664398086
01/14/2016,17:22:38,2016/14/01 17:22:38,0.671310945
01/14/2016,17:37:02,2016/14/01 17:37:02,0.681170422
01/14/2016,17:51:26,2016/14/01 17:51:26,0.683300889
01/14/2016,18:05:50,2016/14/01 18:05:50,0.690014734
01/14/2016,18:20:14,2016/14/01 18:20:14,0.679661161
01/14/2016,18:34:38,2016/14/01 18:34:38,0.654706867
01/14/2016,18:49:02,2016/14/01 18:49:02,0.658017855
01/14/2016,19:03:26,2016/14/01 19:03:26,0.666906452
01/14/2016,19:17:50,2016/14/01 19:17:50,0.669070564
01/14/2016,19:32:14,2016/14/01 19:32:14,0.675312814
01/14/2016,19:46:38,2016/14/01 19:46:38,0.660293708
01/14/2016,20:01:02,2016/14/01 20:01:02,0.667540254
01/14/2016,20:15:26,2016/14/01 20:15:26,0.655148477
01/14/2016,20:29:50,2016/14/01 20:29:50,0.657872396
01/14/2016,20:44:14,2016/14/01 20:44:14,0.635049037
01/14/2016,20:58:38,2016/14/01 20:58:38,0.645041526
01/14/2016,21:13:02,2016/14/01 21:13:02,0.637194902
01/14/2016,21:27:26,2016/14/01 21:27:26,0.635184846
01/14/2016,21:41:50,2016/14/01 21:41:50,0.642576186
01/14/2016,21:56:14,2016/14/01 21:56:14,0.646360954
01/14/2016,22:10:38,2016/14/01 22:10:38,0.655895168
01/14/2016,22:25:02,2016/14/01 22:25:02,0.659264491
01/14/2016,22:39:26,2016/14/01 22:39:26,0.661660589
01/14/2016,22:53:50,2016/14/01 22:53:50,0.668476737
01/14/2016,23:08:14,2016/14/01 23:08:14,0.666514176
01/14/2016,23:22:38,2016/14/01 23:22:38,0.675599059
01/14/2016,23:37:02,2016/14/01 23:37:02,0.677861071
01/14/2016,23:51:26,2016/14/01 23:51:26,0.683304605
01/14/2016,00:05:50,2016/14/01 00:05:50,0.687857057
01/14/2016,00:20:14,2016/14/01 00:20:14,0.68811664
01/14/2016,00:34:38,2016/14/01 00:34:38,0.675316858
01/14/2016,00:49:02,2016/14/01 00:49:02,0.682592109
01/14/2016,01:03:26,2016/14/01 01:03:26,0.688640013
01/14/2016,01:17:50,2016/14/01 01:17:50,0.696908007
01/14/2016,01:32:14,2016/14/01 01:32:14,0.699429327
01/14/2016,01:46:38,2016/14/01 01:46:38,0.708021542
01/14/2016,02:01:02,2016/14/01 02:01:02,0.703886567
01/14/2016,02:15:26,2016/14/01 02:15:26,0.708818431
01/14/2016,02:29:50,2016/14/01 02:29:50,0.71638726
01/14/2016,02:44:14,2016/14/01 02:44:14,0.715227653
01/14/2016,02:58:38,2016/14/01 02:58:38,0.69929032
01/14/2016,03:13:02,2016/14/01 03:13:02,0.702663904
01/14/2016,03:27:26,2016/14/01 03:27:26,0.708169715
01/14/2016,03:41:50,2016/14/01 03:41:50,0.712565955
01/14/2016,03:56:14,2016/14/01 03:56:14,0.714542361
01/14/2016,04:10:38,2016/14/01 04:10:38,0.723648175
01/14/2016,04:25:02,2016/14/01 04:25:02,0.732185247
01/14/2016,04:39:26,2016/14/01 04:39:26,0.741498439
01/14/2016,04:53:50,2016/14/01 04:53:50,0.7442299
01/14/2016,05:08:14,2016/14/01 05:08:14,0.748123621
01/14/2016,05:22:38,2016/14/01 05:22:38,0.752099663
01/14/2016,05:37:02,2016/14/01 05:37:02,0.760791609
01/14/2016,05:51:26,2016/14/01 05:51:26,0.770639923
01/14/2016,06:05:50,2016/14/01 06:05:50,0.775908282
01/14/2016,06:20:14,2016/14/01 06:20:14,0.763655977
01/14/2016,06:34:38,2016/14/01 06:34:38,0.771470293
01/14/2016,06:49:02,2016/14/01 06:49:02,0.776067411
01/14/2016,07:03:26,2016/14/01 07:03:26,0.764522904
01/14/2016,07:17:50,2016/14/01 07:17:50,0.769541783
01/14/2016,07:32:14,2016/14/01 07:32:14,0.758602398
01/14/2016,07:46:38,2016/14/01 07:46:38,0.766625137
01/14/2016,08:01:02,2016/14/01 08:01:02,0.768352274
01/14/2016,08:15:26,2016/14/01 08:15:26,0.773675137
01/14/2016,08:29:50,2016/14/01 08:29:50,0.767057022
01/14/2016,08:44:14,2016/14/01 08:44:14,0.759068998
01/14/2016,08:58:38,2016/14/01 08:58:38,0.757571091
01/14/2016,09:13:02,2016/14/01 09:13:02,0.748480871
01/14/2016,09:27:26,2016/14/01 09:27:26,0.75014357
